"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cd63",4.05693031056404e-29,0.317493640286009,0.991,0.987,7.05905874038143e-25
"Smim1",6.19657890280601e-14,0.316918384141978,0.714,0.543,1.07820472908825e-09
"Lum",7.7684089697337e-20,0.316887147124466,0.996,0.968,1.35170316073366e-15
"Plxna4",4.24151836681608e-15,0.316329091015534,0.291,0.128,7.38024195825998e-11
"Cavin1",1.63156829261721e-12,0.316029152494856,0.762,0.624,2.83892882915394e-08
"Anxa5",2.03741862344326e-17,0.315624820937523,0.957,0.908,3.54510840479127e-13
"Boc",2.28550455705423e-20,0.315617983498305,0.243,0.069,3.97677792927436e-16
"Atp1a2",6.25700354917653e-17,0.314713402667477,0.313,0.136,1.08871861755672e-12
"Cdh11",8.79580042726691e-21,0.312808115399368,0.151,0.01,1.53046927434444e-16
"Scpep1",1.40835446299486e-16,0.312689805773596,0.356,0.171,2.45053676561106e-12
"Rps26",1.47814697347552e-28,0.311582558141307,0.995,0.983,2.5719757338474e-24
"Ifi27",9.51582062597457e-10,0.311078991304962,0.671,0.538,1.65575278891957e-05
"Ssr3",7.03854167179896e-16,0.31075965801511,0.843,0.701,1.22470625089302e-11
"Copa",6.76665525636063e-13,0.310712234367164,0.626,0.45,1.17739801460675e-08
"Lpin1",9.67128399000182e-15,0.310018362959025,0.271,0.118,1.68280341426032e-10
"Fbln2",1.24059148332733e-22,0.309698425693352,0.165,0.012,2.15862918098955e-18
"Dkk3",9.8484764539145e-15,0.308744478492297,0.662,0.482,1.71363490298112e-10
"Baiap2",3.19389099312744e-13,0.307179627074796,0.346,0.187,5.55737032804174e-09
"Serf2",1.11862550064104e-29,0.307130066176627,0.995,0.993,1.94640837111541e-25
"Cox5b",5.86867056059965e-15,0.306517155163293,0.917,0.817,1.02114867754434e-10
"Aprt",7.50063634910187e-13,0.306419819239177,0.787,0.662,1.30511072474373e-08
"Cpxm1",2.23040895853243e-14,0.306312396494761,0.796,0.613,3.88091158784642e-10
"Frem1",4.66031773045562e-16,0.306027691677385,0.259,0.101,8.10895285099278e-12
"Micos10",9.99574179840059e-15,0.305048842987175,0.842,0.719,1.7392590729217e-10
"Emp2",8.73253775605419e-14,0.304970146867275,0.694,0.516,1.51946156955343e-09
"Edn1",1.967453502853e-10,0.304690784123568,0.146,0.049,3.42336909496421e-06
"Slc6a6",3.74626290495511e-12,0.304482886654341,0.341,0.188,6.51849745462188e-08
"Ugdh",2.21347754254186e-17,0.304097465516684,0.41,0.205,3.85145092402283e-13
"Cotl1",1.13805879869902e-14,0.302171259503205,0.437,0.252,1.9802223097363e-10
"Vcp",9.42828940326515e-12,0.301898548851858,0.769,0.637,1.64052235616814e-07
"Ifi30",7.52610381414868e-16,0.30114393917563,0.384,0.202,1.30954206366187e-11
"Rpl14",4.10621136279446e-22,0.299943320040961,0.988,0.961,7.14480777126236e-18
"Gpm6b",1.25738453406498e-12,0.299780236586257,0.423,0.252,2.18784908927306e-08
"Ssr1",1.19950844584647e-11,0.299180072999505,0.644,0.476,2.08714469577286e-07
"Kif26b",1.71622866647588e-19,0.299104723563084,0.177,0.03,2.98623787966803e-15
"Pdgfa",6.70170117206036e-11,0.29904161622668,0.457,0.299,1.1660960039385e-06
"Ehd2",9.91092991213608e-13,0.296401233872662,0.572,0.398,1.72450180471168e-08
"Nupr1",5.15720637707866e-07,0.296290972498696,0.764,0.691,0.00897353909611688
"Serf1",8.14211020786348e-15,0.29597155651364,0.458,0.272,1.41672717616824e-10
"Gpr153",1.51204730875533e-13,0.295853472466488,0.402,0.23,2.63096231723427e-09
"Sec61a1",1.36066846911646e-10,0.29560351522549,0.597,0.445,2.36756313626264e-06
"Wnt11",4.47847285746904e-21,0.295234307329958,0.137,0.002,7.79254277199613e-17
"Snta1",1.97192872876392e-16,0.294855517343169,0.249,0.092,3.43115598804922e-12
"Rpl27a",9.40003990689301e-42,0.293400172463484,1,1,1.63560694379938e-37
"Fstl3",1.17150466741017e-15,0.293018508842265,0.215,0.071,2.0384181212937e-11
"Gas1",1.33886248116427e-06,0.292749464171842,0.454,0.338,0.0232962071722584
"Dact3",7.69932699015524e-14,0.292280434804242,0.368,0.197,1.33968289628701e-09
"Gda",3.07994954897378e-13,0.292188191903101,0.317,0.16,5.35911221521437e-09
"Slc38a10",5.72522867866816e-14,0.29202357221937,0.463,0.276,9.96189790088259e-10
"Krtcap2",1.40148706568285e-16,0.291872047466562,0.921,0.827,2.43858749428816e-12
"Cd44",7.86009793049371e-08,0.291321663063593,0.447,0.319,0.00136765703990591
"Mgst1",5.84188758998981e-12,0.290979273842977,0.472,0.301,1.01648844065823e-07
"Pcdh7",1.36736554891047e-12,0.290081789878782,0.631,0.449,2.37921605510422e-08
"Twsg1",1.0670028585724e-09,0.289977548167777,0.59,0.457,1.85658497391598e-05
"Prdx2",1.95043577286666e-17,0.288992870430618,0.931,0.881,3.39375824478798e-13
"Gm10076",1.25458972510297e-12,0.288675357173267,0.621,0.435,2.18298612167918e-08
"Eef1g",4.69917088671989e-16,0.288339505759084,0.921,0.854,8.17655734289261e-12
"Dhx58os",2.00230231336655e-21,0.288105622899491,0.167,0.017,3.4840060252578e-17
"Arpc2",1.23699927787631e-16,0.287915264956683,0.923,0.85,2.15237874350478e-12
"Creb3l1",1.12390996282202e-11,0.287851011972879,0.536,0.363,1.95560333531031e-07
"Sox4",4.30934594312182e-09,0.286973232027665,0.585,0.422,7.49826194103197e-05
"Mical2",2.51689469072378e-15,0.28677362869138,0.261,0.104,4.37939676185937e-11
"Bhlhe40",3.94296968833854e-08,0.28674463207923,0.56,0.418,0.000686076725770906
"Ppp1r14b",7.25666362351578e-10,0.286295328205643,0.763,0.637,1.26265947049175e-05
"Mrpl54",1.18307778446827e-12,0.284385683664784,0.598,0.415,2.05855534497478e-08
"Atp5o",3.4811941578957e-14,0.284380270994574,0.752,0.575,6.05727783473852e-10
"Yif1b",2.40277035269631e-11,0.284157004689319,0.549,0.378,4.18082041369158e-07
"Smtnl2",7.94851792828976e-19,0.283488459018766,0.194,0.042,1.38304211952242e-14
"Ssr4",1.1943703762294e-15,0.282660491060705,0.947,0.904,2.07820445463916e-11
"Dnpep",2.87380707097782e-14,0.281919604993542,0.408,0.225,5.00042430350141e-10
"Ctnnbip1",1.69171792811544e-13,0.281637868546434,0.353,0.188,2.94358919492087e-09
"Cyp2e1",3.82188154021055e-08,0.281374038581134,0.148,0.062,0.000665007387996636
"Sphk1",1.5088682401984e-15,0.280161282856352,0.266,0.106,2.62543073794521e-11
"Ybx3",2.84549075820464e-11,0.279846639351714,0.849,0.745,4.95115391927607e-07
"Gm49708",4.9510914326007e-18,0.279238244902652,0.208,0.054,8.61489909272522e-14
"Smdt1",5.03446799561465e-14,0.278309122659169,0.9,0.832,8.75997431236949e-10
"Neo1",3.97652791991718e-13,0.278256358069683,0.356,0.188,6.91915858065589e-09
"Rps17",1.80690243631328e-18,0.278228684957299,0.978,0.968,3.14401023918511e-14
"Rab31",3.11874982953446e-09,0.277615366965105,0.572,0.429,5.42662470338997e-05
"Serpine1",2.7291082596303e-06,0.27732971822631,0.592,0.484,0.0474864837175672
"Syn3",6.7940263109688e-14,0.276332253945041,0.231,0.092,1.18216057810857e-09
"Sec31a",9.80653437654411e-11,0.275773713445907,0.671,0.506,1.70633698151868e-06
"Nr4a3",3.42141434756306e-05,0.275425102559299,0.311,0.224,0.595326096475973
"Tnfrsf12a",8.50182451093944e-11,0.275361116280405,0.274,0.143,1.47931746490346e-06
"Por",9.752862566599e-10,0.273999107177425,0.601,0.437,1.69699808658823e-05
"Rps15",7.09749915666283e-14,0.273399198830588,0.941,0.906,1.23496485325933e-09
"Trf",5.01335003698654e-06,0.273148463424391,0.554,0.444,0.0872322906435658
"Snhg18",1.70120047731752e-13,0.272998093035393,0.901,0.83,2.96008883053249e-09
"Lbh",2.28471924283947e-11,0.27246615862677,0.959,0.909,3.97541148254067e-07
"Enpp1",1.50549900560434e-16,0.270600676208437,0.282,0.113,2.61956826975154e-12
"Rpl35",1.83043457430855e-26,0.270340863304137,0.995,0.993,3.18495615929688e-22
"Dhrs3",4.19270801507646e-08,0.269808336525429,0.683,0.548,0.000729531194623304
"Dad1",4.04457467283154e-15,0.269790525634029,0.952,0.921,7.03755993072687e-11
"Atp5e",4.48105357333994e-23,0.268968684796729,0.99,0.975,7.7970332176115e-19
"Npm1",5.10681787337949e-16,0.268142695873958,0.975,0.948,8.88586309968031e-12
"Flna",3.61491084958435e-10,0.267460814812552,0.806,0.687,6.28994487827677e-06
"Cd248",9.53586916492068e-11,0.267259786434905,0.311,0.173,1.6592412346962e-06
"Slc3a2",5.20532617597623e-11,0.267040387934786,0.459,0.297,9.05726754619863e-07
"S100a11",5.16779558939278e-16,0.266604968264064,0.985,0.982,8.99196432554343e-12
"Dram1",5.20135207878596e-15,0.26613196926811,0.247,0.096,9.05035261708757e-11
"Ptger4",3.29892478768778e-16,0.265823990215905,0.228,0.076,5.74012913057673e-12
"Tmem167",4.33080229390562e-11,0.264969924534643,0.805,0.703,7.53559599139578e-07
"Plscr2",1.39435228043584e-11,0.264281371573903,0.4,0.235,2.42617296795836e-07
"Fgf2",4.36958611432864e-16,0.264024406520455,0.254,0.094,7.60307983893184e-12
"Npc2",1.47757921568236e-10,0.26401997347218,0.925,0.866,2.57098783528731e-06
"Mcfd2",3.30736262405701e-12,0.26379790683949,0.612,0.439,5.7548109658592e-08
"Dynll1",1.06437192368503e-14,0.262863237820767,0.96,0.933,1.85200714721195e-10
"Cfh",4.14729179102176e-12,0.262551635860857,0.981,0.936,7.21628771637786e-08
"Id2",3.88472403542767e-08,0.261993161640015,0.591,0.444,0.000675941982164414
"Arap1",1.79084711438241e-15,0.260349797732142,0.313,0.141,3.1160739790254e-11
"Rpl28",4.41152206448837e-31,0.259615707614832,0.998,0.998,7.67604839220977e-27
"Sigmar1",2.89138888248323e-12,0.259470052473881,0.372,0.207,5.03101665552083e-08
"Kank2",5.3386474712064e-12,0.257717236206532,0.502,0.331,9.28924659989913e-08
"Rps20",9.59667121688713e-42,0.257630113111216,0.999,1,1.66982079173836e-37
"Ppa1",1.08866777004733e-09,0.257592238182664,0.37,0.229,1.89428191988235e-05
"Sspn",4.1218097657365e-11,0.256252450320755,0.347,0.207,7.17194899238151e-07
"Sec24d",7.0278144950585e-12,0.256181796276806,0.488,0.309,1.22283972214018e-07
"Vat1",3.06350450606895e-09,0.25613066832252,0.364,0.232,5.33049784055998e-05
"Pmp22",3.57451785944711e-10,0.255563535990081,0.723,0.561,6.21966107543797e-06
"Fam13c",1.17514518763895e-14,0.254397640077608,0.22,0.079,2.04475262649177e-10
"Ap2m1",2.18410397924779e-09,0.254226394207375,0.617,0.479,3.80034092389115e-05
"Eif5a",6.42047651759933e-10,0.254033771899531,0.958,0.918,1.11716291406228e-05
"Hmgn1",1.4015713951109e-11,0.253826590426848,0.927,0.847,2.43873422749296e-07
"Ahsg",3.39982623802018e-08,0.252377653229082,0.164,0.076,0.000591569765415511
"Copb2",1.37758808015453e-08,0.250927333561674,0.682,0.563,0.000239700325946887
"Snrpd2",4.25147670562904e-11,0.250234026732892,0.858,0.739,7.39756946779454e-07
"Fuca1",1.71812756131553e-07,-0.250036481342118,0.586,0.645,0.00298954195668902
"Lrrn3",1.12057477810512e-10,-0.250143075933949,0.116,0.215,1.9498001139029e-06
"Cmpk2",3.15284583380311e-08,-0.250153693188145,0.13,0.212,0.00054859517508174
"Camk1d",3.99679839590358e-09,-0.250415087478501,0.134,0.227,6.95442920887222e-05
"Sowahc",5.16317321600125e-11,-0.250865044272218,0.125,0.227,8.98392139584217e-07
"Dusp3",4.16151062415409e-08,-0.251611541625982,0.249,0.341,0.000724102848602812
"Serpina3f",7.06604123054332e-09,-0.252080117779406,0.083,0.16,0.000122949117411454
"Tubb4b",1.34467017057972e-06,-0.252220168211781,0.633,0.689,0.0233972609680872
"Adamts15",7.90712998737493e-15,-0.25242778418395,0.101,0.217,1.37584061780324e-10
"Pcnp",1.25313465744813e-07,-0.252569390083484,0.559,0.605,0.00218045430395975
"Zmynd8",0.000209073804680604,-0.252839684348229,0.349,0.398,1
"Gna14",7.85221760127013e-32,-0.252990276501202,0.021,0.136,1.366285862621e-27
"Tmem9b",5.26381931173288e-09,-0.253009023735302,0.327,0.418,9.15904560241521e-05
"Adora2a",1.80423841217381e-12,-0.255394439619326,0.108,0.213,3.13937483718243e-08
"Top1",2.57439467028809e-08,-0.255542861585539,0.69,0.731,0.000447944672630128
"Sp100",9.72205117481958e-07,-0.256060624794953,0.562,0.607,0.0169163690441861
"Cers4",1.35480148626531e-07,-0.256240297030979,0.232,0.316,0.00235735458610164
"Itpripl1",2.13886169834329e-16,-0.257587340239025,0.09,0.208,3.72161935511732e-12
"Adgra3",7.04812890457099e-07,-0.258604196535641,0.229,0.306,0.0122637442939535
"Pcdh18",1.22256073853355e-09,-0.259137530826145,0.222,0.324,2.12725568504838e-05
"Sh3glb2",1.04469069137219e-10,-0.259280437025827,0.215,0.324,1.81776180298761e-06
"Cit",5.83036224451059e-14,-0.259748895938,0.068,0.165,1.01448303054484e-09
"Ifi44",5.87480450979347e-08,-0.260390571879543,0.35,0.444,0.00102221598470406
"Evi5",1.59206553738375e-08,-0.26075929008527,0.335,0.418,0.000277019403504772
"Tmem204",2.25996790468398e-10,-0.261209023286605,0.634,0.713,3.93234415415012e-06
"Oxr1",3.56849632864247e-08,-0.26141810673566,0.273,0.361,0.000620918361183789
"Hs3st3a1",1.77597500093493e-09,-0.261866279529978,0.132,0.222,3.09019650162678e-05
"Cebpb",4.01852746747596e-08,-0.261938895772324,0.95,0.933,0.000699223779340817
"Khdrbs3",5.82420766502855e-08,-0.263295865974548,0.443,0.519,0.00101341213371497
"Dusp6",7.22934755148243e-08,-0.263777280212061,0.506,0.582,0.00125790647395794
"Mtus1",9.02459012988258e-09,-0.2640278587981,0.387,0.477,0.000157027868259957
"C6",2.172172675147e-07,-0.264336516489463,0.278,0.375,0.00377958045475579
"Plekhh2",1.00499463463905e-09,-0.264588614915087,0.161,0.257,1.74869066427195e-05
"Tspan4",4.88569460852977e-12,-0.265200646465988,0.771,0.815,8.50110861884181e-08
"Tspan7",5.1604003412317e-15,-0.265622642202988,0.093,0.203,8.97909659374315e-11
"Pip4k2a",3.78796333369988e-07,-0.265943285504096,0.31,0.392,0.00659105620063779
"Mbd1",0.000321173668027481,-0.266427673770346,0.442,0.501,1
"Ryk",8.67861818066128e-11,-0.266663544783575,0.77,0.808,1.51007956343506e-06
"Xpc",2.90752916126043e-13,-0.267792890050365,0.139,0.257,5.05910074059316e-09
"Hsp90aa1",4.39637619279226e-07,-0.268693861849091,0.915,0.924,0.00764969457545853
"Sbds",4.78511015909083e-08,-0.269015023612981,0.501,0.561,0.000832609167681804
"Spry2",2.7424542214377e-08,-0.269788956856975,0.267,0.358,0.00047718703453016
"Il10rb",2.37994159121372e-09,-0.269938765284946,0.343,0.439,4.14109836871187e-05
"Syf2",2.05853828718842e-09,-0.273451196382692,0.503,0.582,3.58185661970785e-05
"Hist1h2bc",8.2710875812542e-11,-0.275288546250976,0.547,0.662,1.43916923913823e-06
"Lamb1",8.58567383922423e-10,-0.275533652416788,0.702,0.738,1.49390724802502e-05
"Egfl7",1.56405646830417e-16,-0.275896978681093,0.074,0.183,2.72145825484926e-12
"Egr2",3.95525715675965e-05,-0.276000943050094,0.456,0.497,0.688214745276179
"Emc7",1.76862353275325e-09,-0.276375190264999,0.701,0.739,3.07740494699065e-05
"App",4.77585529038366e-17,-0.276619039708653,0.959,0.966,8.30998820526757e-13
"Ccrl2",1.24850513622773e-11,-0.277329301326905,0.149,0.254,2.17239893703626e-07
"Dmd",5.20123164609707e-05,-0.279065793973545,0.265,0.321,0.90501430642089
"Tgfbr3",4.17447787879338e-08,-0.280486655601644,0.515,0.592,0.000726359150910048
"Mt1",9.64738991179212e-08,-0.281254159239888,0.926,0.945,0.00167864584465183
"Zfp950",4.11103799811732e-07,-0.281306981210145,0.261,0.339,0.00715320611672414
"Etv1",2.7754633829412e-08,-0.281766724471934,0.281,0.373,0.000482930628631768
"Slfn2",4.53136544544831e-08,-0.282004476531544,0.279,0.373,0.000788457587508006
"Ifi35",9.32783493728383e-09,-0.282350697021062,0.453,0.526,0.000162304327908739
"Lrrc4c",6.20280933525761e-14,-0.282599547751942,0.114,0.225,1.07928882433482e-09
"Hsp90b1",1.54977625209636e-15,-0.282629548374788,0.968,0.97,2.69661067864767e-11
"Acsl5",9.04214440223815e-09,-0.282919568209692,0.412,0.506,0.000157333312598944
"Ier5",3.25984110764517e-05,-0.283382108354558,0.536,0.568,0.56721235273026
"Gbp3",7.0998426182484e-07,-0.283827535233935,0.306,0.385,0.0123537261557522
"Adam23",1.01801576092066e-10,-0.284724683883339,0.113,0.208,1.77134742400194e-06
"Rapgef5",1.99014818110176e-07,-0.285127538067403,0.538,0.605,0.00346285783511706
"Arhgap6",1.32427008827574e-10,-0.285436780099709,0.309,0.418,2.30422995359979e-06
"Slco3a1",1.59002463387671e-07,-0.285819144010071,0.495,0.556,0.00276664286294548
"Srsf7",3.61861886781279e-08,-0.286359150757616,0.626,0.666,0.000629639682999426
"Ccdc68",5.19504591500738e-10,-0.287624039403137,0.491,0.585,9.03937989211285e-06
"Fdx1",1.26150172446952e-09,-0.287776967038294,0.563,0.627,2.19501300057696e-05
"Slc16a9",7.69952167674283e-08,-0.288936534981595,0.266,0.35,0.00133971677175325
"Itih3",8.96197029113981e-15,-0.290235100945244,0.085,0.192,1.55938283065833e-10
"Bace2",3.76799154331733e-14,-0.290486821693457,0.223,0.358,6.55630528537215e-10
"Birc2",9.03140688564626e-05,-0.29069775036774,0.336,0.385,1
"Jag1",4.23997337993386e-11,-0.291035209813495,0.177,0.286,7.37755368108492e-07
"Rnf213",1.74963970767793e-08,-0.291258822571066,0.47,0.556,0.00030443730913596
"Pim3",6.08494203123979e-06,-0.291325732215692,0.276,0.343,0.105877991343572
"Macf1",2.85894217051325e-11,-0.291514116076473,0.716,0.76,4.97455937669305e-07
"Ifi47",1.4718455403503e-07,-0.292436815766395,0.282,0.37,0.00256101124020953
"Plac8",1.01267297418993e-19,-0.29324673014034,0.974,0.985,1.76205097509048e-15
"Trim30a",4.07572068286273e-11,-0.293935041085429,0.452,0.553,7.09175398818115e-07
"Mbd2",1.94077715824035e-08,-0.29520614653287,0.535,0.61,0.000337695225533821
"Etnk1",7.12090775465833e-09,-0.295794837161876,0.361,0.449,0.000123903794931055
"Srsf5",1.94753164354318e-10,-0.296554562284743,0.773,0.813,3.38870505976514e-06
"Sprn",6.81456693179106e-12,-0.297883889587113,0.122,0.227,1.18573464613164e-07
"Rsrc2",2.78133261497702e-11,-0.297923856255351,0.507,0.603,4.83951875006001e-07
"Jak1",2.4094114441992e-09,-0.298557304963982,0.698,0.723,4.19237591290661e-05
"Gab1",3.0262534288383e-10,-0.298682071367697,0.27,0.378,5.26568096617865e-06
"Rock2",2.84254455217615e-12,-0.300406445519823,0.72,0.8,4.94602752078651e-08
"Rnf152",6.01200704911431e-22,-0.300520840195261,0.085,0.224,1.04608922654589e-17
"Mlph",7.35238784122199e-15,-0.302366884028062,0.142,0.266,1.27931548437263e-10
"Cnbp",3.45336224505644e-13,-0.30252773359278,0.78,0.818,6.0088503063982e-09
"Adamts13",2.0775526238473e-20,-0.303004904248315,0.076,0.202,3.61494156549431e-16
"Prss23",4.11925876387567e-10,-0.303035592088341,0.692,0.768,7.16751024914366e-06
"Tnfaip8",7.00454492046646e-09,-0.303079037500737,0.332,0.417,0.000121879081616116
"Mcam",7.9128391878811e-31,-0.303184495931805,0.03,0.155,1.37683401869131e-26
"Enpp4",3.71569795418629e-14,-0.303710064831396,0.153,0.274,6.46531444028414e-10
"Sntg1",5.56420060025777e-07,-0.304662590788657,0.242,0.321,0.00968170904444852
"Snrk",7.47462963787431e-08,-0.305134621663126,0.276,0.36,0.00130058555699013
"Ddx24",3.76278109994045e-11,-0.305591759871948,0.645,0.706,6.54723911389638e-07
"Ech1",2.12420626739847e-10,-0.30695324329253,0.621,0.699,3.69611890527334e-06
"Cxcl5",3.30398707784129e-05,-0.307098214858061,0.091,0.146,0.574893751544384
"Cyp4b1",2.74722918876901e-39,-0.307595484513212,0.01,0.121,4.78017878845808e-35
"Itga1",3.31118718610219e-15,-0.308173511276115,0.879,0.926,5.76146570381781e-11
"Lrrc32",1.16742486934886e-10,-0.308891410309988,0.562,0.655,2.03131927266702e-06
"Nmi",5.6723012340914e-10,-0.3094459569527,0.294,0.397,9.86980414731903e-06
"Avl9",1.18903616685568e-12,-0.309653563339755,0.154,0.266,2.06892293032888e-08
"Selenbp1",9.55042317892715e-10,-0.310606131811768,0.439,0.533,1.66177363313332e-05
"Afap1l2",1.04180663950675e-16,-0.31075126486173,0.1,0.22,1.81274355274174e-12
"Ccnd2",1.4144619192794e-08,-0.311033252008487,0.746,0.765,0.000246116373954615
"Oat",3.24629172215437e-15,-0.311409876159511,0.82,0.867,5.6485475965486e-11
"Eif4e3",3.09970543300804e-13,-0.312180845547716,0.227,0.353,5.39348745343399e-09
"Ccnd1",1.81465285875392e-09,-0.312204956116036,0.314,0.422,3.15749597423182e-05
"Ctso",3.18877823242889e-09,-0.31246790310232,0.267,0.361,5.54847412442626e-05
"Itgb1",4.05659100415874e-19,-0.312713683231789,0.974,0.982,7.05846834723621e-15
"Neurl3",2.79237245778545e-17,-0.314224552015588,0.08,0.198,4.85872807654669e-13
"Hotairm1",5.09697990018118e-10,-0.314238071165896,0.32,0.422,8.86874502631526e-06
"Clec14a",3.81647172305148e-11,-0.315100066876635,0.239,0.353,6.64066079810958e-07
"Saraf",7.90168509428707e-10,-0.321037230884844,0.593,0.649,1.37489320640595e-05
"Actn4",6.89526616977695e-19,-0.324106119654873,0.91,0.919,1.19977631354119e-14
"Hand2os1",1.5817513166117e-11,-0.325715627955572,0.818,0.866,2.75224729090435e-07
"Rgl1",4.3490516518005e-12,-0.326634014230917,0.366,0.482,7.56734987413287e-08
"H2-Q6",3.41765316152639e-10,-0.327053524698782,0.313,0.42,5.94671650105592e-06
"Add3",1.74709598980555e-09,-0.327387128871909,0.347,0.439,3.03994702226165e-05
"Arhgap5",2.04268827308778e-13,-0.329136925311332,0.604,0.677,3.55427759517273e-09
"Hand2",4.98862352414985e-13,-0.330212404469887,0.749,0.813,8.68020493202074e-09
"Rxra",7.18502714431976e-12,-0.331487644923545,0.338,0.454,1.25019472311164e-07
"Pam",1.57763974321309e-25,-0.33479986536519,0.974,0.988,2.74509315319077e-21
"Ifitm2",7.87372301729853e-37,-0.334908538536488,0.989,0.992,1.37002780500994e-32
"Bok",1.17888423049582e-15,-0.336210044211818,0.856,0.901,2.05125856106272e-11
"Pttg1",8.45085427078042e-13,-0.337540947258095,0.434,0.539,1.47044864311579e-08
"H2-M3",1.04295683984203e-11,-0.337721156614486,0.393,0.501,1.81474490132514e-07
"Sqor",1.4793214844022e-09,-0.338019552253621,0.265,0.358,2.57401938285983e-05
"Mapt",3.99341322594523e-44,-0.33897256618469,0.02,0.163,6.9485390131447e-40
"Ptger2",4.16991388385004e-14,-0.339076418142119,0.157,0.279,7.25565015789907e-10
"Clstn3",4.42685925572662e-29,-0.339853704423139,0.067,0.22,7.70273510496432e-25
"Ncoa7",3.70525765770376e-13,-0.33997797894475,0.499,0.595,6.44714832440454e-09
"Esam",6.93930847313414e-30,-0.34117521797573,0.045,0.182,1.20743967432534e-25
"Ctsl",2.57684690280078e-28,-0.341491398219926,0.98,0.98,4.48371361087335e-24
"Zbp1",4.34008530202147e-11,-0.341567822077266,0.295,0.408,7.55174842551736e-07
"Notch1",5.19113527641333e-17,-0.34302951045801,0.192,0.334,9.03257538095919e-13
"Ece1",4.47306673182974e-11,-0.343137360407372,0.599,0.662,7.78313611338375e-07
"Gm26532",2.57194481537284e-08,-0.343176299915798,0.36,0.445,0.000447518397874874
"Dnajb1",0.000656762106282874,-0.343903264907836,0.502,0.521,1
"Gbp7",1.26964291398982e-09,-0.344614200813837,0.355,0.45,2.20917867034228e-05
"Irgm2",5.70387472032242e-17,-0.344913982572391,0.301,0.454,9.92474201336101e-13
"Pnp",1.6298813701712e-11,-0.345334794910993,0.54,0.625,2.83599358409789e-07
"Pde3a",7.36043526952326e-12,-0.345600220112058,0.557,0.64,1.28071573689705e-07
"Epha7",1.47624577497294e-12,-0.345696769142012,0.404,0.518,2.56866764845292e-08
"H2-T22",1.62473956358308e-15,-0.345912810559908,0.673,0.739,2.82704684063456e-11
"Marcks",4.6626751823065e-21,-0.346488194418801,0.938,0.963,8.11305481721331e-17
"Tcn2",1.59464843257179e-13,-0.346831385533655,0.471,0.58,2.77468827267491e-09
"Tmem86a",3.56738736594944e-15,-0.347936767481285,0.311,0.455,6.20725401675203e-11
"Dusp5",6.01356329773336e-13,-0.349030090074204,0.186,0.309,1.0463600138056e-08
"Tmem59",5.64489115261817e-18,-0.350464813051047,0.894,0.916,9.82211060555562e-14
"Ube2l6",2.19373006528888e-09,-0.35110380890855,0.294,0.39,3.81709031360265e-05
