"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lamc1",1.81845886616664e-11,-0.351663893370675,0.593,0.655,3.16411842712995e-07
"Msi2",4.50068305712054e-13,-0.353583178492853,0.454,0.561,7.83118851938974e-09
"Acaa2",1.03767927709667e-17,-0.353665748678783,0.73,0.82,1.8055619421482e-13
"Myo1b",2.24678892165598e-07,-0.354981506740038,0.406,0.462,0.0039094127236814
"Tgoln1",1.83516746832162e-11,-0.3554780484431,0.43,0.526,3.19319139487963e-07
"Tanc1",2.42233237122798e-12,-0.356461681681913,0.303,0.42,4.21485832593668e-08
"Ptpn9",1.11159489037316e-13,-0.357500312981684,0.38,0.497,1.93417510924929e-09
"Nt5e",3.67960272367825e-47,-0.357719208684775,0.018,0.163,6.40250873920015e-43
"Clic4",7.17435222561639e-17,-0.357796595738506,0.703,0.8,1.24833728725725e-12
"Rerg",4.01836690376347e-15,-0.358584048502052,0.603,0.709,6.99195841254843e-11
"Ddr2",7.98872716800057e-18,-0.36067906878104,0.466,0.613,1.3900385272321e-13
"Ubb",1.42426818872755e-36,-0.361446688581914,0.994,0.997,2.47822664838594e-32
"Gsta4",9.01527055571743e-18,-0.363363093037195,0.14,0.281,1.56865707669483e-13
"Acvr2a",1.39330344013763e-17,-0.364810184341988,0.201,0.348,2.42434798583947e-13
"Psen2",4.90341040167455e-19,-0.365971581022129,0.182,0.336,8.53193409891372e-15
"Rhod",8.98834728876602e-12,-0.369678815726981,0.45,0.546,1.56397242824529e-07
"Gja1",1.10892813310611e-10,-0.369790943244674,0.38,0.486,1.92953495160464e-06
"Cd82",3.97180803152421e-16,-0.371736346868637,0.505,0.63,6.91094597485213e-12
"Plin2",2.47202126316138e-14,-0.37279897049284,0.563,0.657,4.3013169979008e-10
"Ppp1r15a",7.06007702235215e-08,-0.372926110051771,0.564,0.624,0.00122845340188927
"Susd2",8.41579143085495e-13,-0.374318046785825,0.333,0.449,1.46434770896876e-08
"Lratd1",2.6271348557804e-44,-0.374814351131094,0.032,0.193,4.5712146490579e-40
"Psmb10",4.68635438802305e-15,-0.375432490792739,0.711,0.783,8.15425663516011e-11
"Sucnr1",1.74078443548854e-38,-0.376107217457648,0.053,0.224,3.02896491775006e-34
"Gm4951",3.05864840419883e-16,-0.377215590072871,0.314,0.471,5.32204822330596e-12
"Sema3d",1.60530442491794e-18,-0.380767982161674,0.293,0.449,2.79322969935722e-14
"S1pr3",2.18241648635517e-12,-0.383402631234213,0.4,0.511,3.79740468625799e-08
"Ifi27l2a",4.65452996897221e-31,-0.38351651659526,0.992,0.998,8.09888214601165e-27
"Pdlim1",1.77278634268725e-16,-0.384027503402114,0.67,0.748,3.08464823627581e-12
"Selenop",1.30699718058888e-21,-0.384097092764897,0.777,0.844,2.27417509422465e-17
"Trib1",7.97236201308066e-15,-0.384583574344361,0.119,0.235,1.38719099027603e-10
"Adap2",1.23786420648674e-17,-0.385137461865482,0.204,0.353,2.15388371928693e-13
"Spint2",7.36317774000101e-26,-0.387177498054542,0.113,0.276,1.28119292676018e-21
"Rragd",1.03714049362435e-30,-0.388535289905234,0.076,0.239,1.80462445890638e-26
"Sft2d2",4.20266904823491e-20,-0.390077076902038,0.172,0.329,7.31264414392874e-16
"Nt5dc2",5.12593251392501e-17,-0.390558252392645,0.184,0.328,8.91912257422952e-13
"Imp3",5.40871501783257e-17,-0.391190122278232,0.653,0.731,9.41116413102868e-13
"Sertad1",4.23489423162874e-15,-0.391430318476939,0.397,0.514,7.36871596303400e-11
"Kctd12",3.12058065626938e-23,-0.391537175637815,0.173,0.351,5.42981034190873e-19
"Ptafr",2.45598864364953e-37,-0.392806862690074,0.058,0.229,4.27342023995018e-33
"Sat1",1.12281407749484e-11,-0.393021458911268,0.579,0.645,1.95369649484101e-07
"Lims1",5.03584962903404e-21,-0.394418752761185,0.694,0.79,8.76237835451923e-17
"Ifi208",2.30492913538523e-32,-0.395161285824487,0.074,0.242,4.0105766955703e-28
"Plxnc1",4.53869441926763e-19,-0.395183690403547,0.137,0.279,7.89732828952567e-15
"Qpct",8.54857479434741e-10,-0.398554644823012,0.424,0.509,1.48745201421645e-05
"Fgfr2",2.63354582833558e-23,-0.398851943087927,0.933,0.946,4.5823697413039e-19
"Fut8",5.19539247070931e-18,-0.399558621603682,0.218,0.365,9.0399828990342e-14
"Mamdc2",3.12856772231679e-16,-0.400872796224375,0.245,0.388,5.44370783683121e-12
"Pnrc1",2.70572179526059e-18,-0.402675814083146,0.758,0.813,4.70795592375343e-14
"Ccl19",5.15239175431729e-14,-0.403232493369549,0.766,0.822,8.96516165251209e-10
"Rbms3",3.8624213977799e-17,-0.405912238930212,0.7,0.802,6.72061323213703e-13
"Rsrp1",1.88987067641339e-26,-0.406156741221281,0.921,0.938,3.28837497695929e-22
"Jup",2.13484365181715e-19,-0.409369278020584,0.6,0.721,3.71462795416184e-15
"Rnaset2a",8.43886533280338e-20,-0.411343665641776,0.59,0.718,1.46836256790779e-15
"Dennd2a",3.72754046812342e-17,-0.412822032094153,0.265,0.412,6.48592041453474e-13
"Foxf1",2.95433930733808e-20,-0.414299187102613,0.408,0.566,5.14055039476825e-16
"Hmox2",7.49136881495532e-17,-0.417925593879077,0.427,0.556,1.30349817380223e-12
"Hilpda",5.05143715342344e-13,-0.418356218004532,0.258,0.376,8.78950064695679e-09
"Slc40a1",8.18468277798415e-15,-0.41990255783135,0.354,0.486,1.42413480336924e-10
"Eva1b",8.61057172078296e-35,-0.420010151107258,0.958,0.983,1.49823947941623e-30
"Ntf3",4.02334135566984e-20,-0.420643932330258,0.258,0.429,7.00061395886552e-16
"Gpc6",1.66923427877355e-15,-0.421812797206827,0.361,0.492,2.90446764506598e-11
"Dapk2",1.6770599775589e-16,-0.422512933692837,0.339,0.481,2.91808436095249e-12
"Dusp1",2.76859778915019e-15,-0.422514575422215,0.807,0.872,4.81736015312134e-11
"Serping1",1.01220315258915e-50,-0.423689434052109,0.994,0.995,1.76123348550512e-46
"Il34",2.83326976333587e-16,-0.430897980556742,0.306,0.449,4.92988938820441e-12
"Angptl2",1.30374596611947e-24,-0.432926232795899,0.776,0.852,2.26851798104788e-20
"Cd47",1.01599143553732e-28,-0.433655487804355,0.878,0.923,1.76782509783493e-24
"Fam49a",1.55448058817594e-22,-0.433728168074224,0.207,0.373,2.70479622342614e-18
"Ccbe1",1.08854387135615e-21,-0.436017928788012,0.26,0.435,1.8940663361597e-17
"Adamts1",8.71555331780864e-16,-0.440403413537557,0.555,0.684,1.5165062772987e-11
"Son",1.80969122512162e-26,-0.440721634003336,0.855,0.913,3.14886273171162e-22
"Bmyc",9.91291808929458e-18,-0.441864646749605,0.717,0.803,1.72484774753726e-13
"Nr1h5",3.64087998302896e-31,-0.442613979974796,0.128,0.321,6.33513117047039e-27
"Gdf10",1.68186480447686e-26,-0.445808718529797,0.73,0.877,2.92644475978973e-22
"Ifih1",2.23691837026418e-19,-0.446584169233702,0.34,0.489,3.89223796425967e-15
"Dnaja1",2.03192030702981e-20,-0.44834181469133,0.906,0.933,3.53554133423187e-16
"Sdf4",2.32510838836372e-23,-0.451163902210571,0.73,0.79,4.04568859575287e-19
"Nrxn2",1.22132363675026e-28,-0.452799087449205,0.19,0.388,2.12510312794545e-24
"Raph1",1.48206143241738e-28,-0.453621735705349,0.919,0.956,2.57878689240624e-24
"Il6st",1.74164923765989e-25,-0.455594721442791,0.876,0.918,3.03046967352821e-21
"Rnd3",7.10661575764797e-19,-0.459798088990917,0.552,0.676,1.23655114183075e-14
"Rtp4",1.31116764844336e-19,-0.460078911961422,0.551,0.671,2.28143170829145e-15
"Mndal",1.70153193517899e-22,-0.462757550207254,0.721,0.818,2.96066556721144e-18
"Cped1",4.61635007528258e-25,-0.462813822466998,0.592,0.729,8.0324491309917e-21
"Psmb9",2.43912542070538e-20,-0.463000645005357,0.428,0.575,4.24407823202736e-16
"Gpc4",1.14750789230824e-19,-0.464810023583914,0.443,0.583,1.99666373261634e-15
"Mfge8",7.96813522269646e-24,-0.466982728774891,0.792,0.84,1.38645552874918e-19
"Gucy1b1",1.63019422126577e-20,-0.470918537270079,0.688,0.77,2.83653794500245e-16
"Cela1",1.97226305144331e-31,-0.473274201200691,0.12,0.311,3.43173770951136e-27
"Hhip",4.74233665348851e-60,-0.474662318498661,0.01,0.168,8.25166577707e-56
"Camk2n1",4.19465217906394e-23,-0.474919166386008,0.475,0.642,7.29869479157125e-19
"Parp14",1.34152101405269e-20,-0.475859844590735,0.309,0.472,2.33424656445168e-16
"Ptprk",1.0376240463754e-24,-0.476443382146828,0.361,0.545,1.80546584069319e-20
"Arhgap24",7.4704714844547e-24,-0.477515705764723,0.33,0.511,1.29986203829512e-19
"Hpse",8.0942410960584e-23,-0.479511978244338,0.394,0.561,1.40839795071416e-18
"Rnaset2b",4.32428741401872e-23,-0.48032505326196,0.519,0.645,7.52426010039257e-19
"Tln2",9.58346878820181e-26,-0.480940225211025,0.364,0.545,1.66752356914711e-21
"Lifr",1.34515856520131e-18,-0.482605473044185,0.713,0.79,2.34057590345028e-14
"Hspa1a",2.05893225807396e-17,-0.482628265537901,0.887,0.914,3.58254212904869e-13
"Xaf1",3.06961704371669e-22,-0.485719085023061,0.6,0.703,5.34113365606705e-18
"Phf11d",2.14199810693162e-22,-0.487229741473965,0.5,0.65,3.72707670606101e-18
"Stat1",7.94220667350631e-19,-0.487287684511174,0.539,0.652,1.3819439611901e-14
"Gpat2",1.62957702239997e-33,-0.487592231582396,0.121,0.316,2.83546401897595e-29
"Itgb3",3.61247668326389e-71,-0.488515713781915,0.023,0.232,6.28570942887918e-67
"Ntn1",3.28362180679397e-24,-0.488677984869265,0.591,0.743,5.71350194382151e-20
"Slc9a3r2",2.40335399018873e-25,-0.489147271532457,0.738,0.813,4.18183594292839e-21
"C2",1.43559307856668e-26,-0.491627907566601,0.569,0.723,2.49793195670603e-22
"Nfkbiz",5.91960213139364e-10,-0.492067718106436,0.546,0.618,1.03001077086249e-05
"Tmtc2",6.11936726921411e-30,-0.49360737411215,0.268,0.487,1.06476990484326e-25
"Gns",8.79234038576949e-23,-0.494376810718231,0.505,0.642,1.52986722712389e-18
"Psmb8",1.11025670949968e-24,-0.494713611094676,0.733,0.81,1.93184667452944e-20
"B2m",9.62155709265472e-94,-0.501335707351354,0.997,0.998,1.67415093412192e-89
"Nr1h4",1.22841747428725e-25,-0.502143477946185,0.439,0.613,2.13744640525981e-21
"Ifit1",5.9467918804086e-19,-0.503434482790956,0.335,0.509,1.0347417871911e-14
"Spry1",6.5354929354763e-28,-0.506618987048771,0.685,0.813,1.13717577077288e-23
"Sept7",4.93353783793796e-31,-0.507261462142264,0.878,0.914,8.58435583801205e-27
"Zeb2",5.27072913350323e-34,-0.507312777606668,0.878,0.941,9.17106869229563e-30
"Ifi204",1.06100060178154e-23,-0.507630209938392,0.5,0.65,1.84614104709989e-19
"Ifi206",5.456829516338e-33,-0.512412614324068,0.138,0.338,9.49488335842812e-29
"Adm",1.63002763782684e-16,-0.512792574207923,0.378,0.516,2.83624808981871e-12
"Bmp2",2.55624083338624e-23,-0.515936526279541,0.242,0.42,4.44785905009206e-19
"Malat1",2.58328427823522e-20,-0.519267395446797,0.989,0.998,4.49491464412929e-16
"Ngf",4.41008705029612e-28,-0.521028624942827,0.555,0.724,7.67355146751524e-24
"Cyp20a1",3.05841967799002e-30,-0.524636399341425,0.524,0.689,5.32165023970264e-26
"Tinagl1",1.50629184904555e-23,-0.526827301369166,0.487,0.649,2.62094781733926e-19
"Fhl1",4.75433567516959e-25,-0.528904843543815,0.368,0.553,8.2725440747951e-21
"P2ry14",1.62478582447195e-30,-0.531974379097392,0.169,0.363,2.82712733458119e-26
"Jund",3.83859756181603e-40,-0.534207514667466,0.959,0.976,6.6791597575599e-36
"Oaf",5.81804784702018e-29,-0.53421976759784,0.663,0.783,1.01234032538151e-24
"Bst2",4.14589938937074e-40,-0.541263943726797,0.944,0.97,7.21386493750509e-36
"Fosb",1.11359577343822e-25,-0.544350844558153,0.86,0.911,1.9376566457825e-21
"Cd302",3.24678311500888e-52,-0.546169858057351,0.957,0.975,5.64940262011546e-48
"H2-Q4",1.0106983350778e-29,-0.54929663950238,0.519,0.697,1.75861510303537e-25
"Cdh2",2.12813754851397e-33,-0.551101578738949,0.79,0.877,3.70295933441431e-29
"Cd151",5.141368224983e-29,-0.55194001804628,0.573,0.714,8.94598071147042e-25
"Clec2d",8.86980824530421e-29,-0.559693824605988,0.333,0.539,1.54334663468293e-24
"Apoe",2.50355882866333e-38,-0.56228155210987,0.999,0.998,4.35619236187419e-34
"Ifi203",1.44618740700511e-28,-0.563530181312915,0.682,0.808,2.51636608818889e-24
"Socs3",3.25822225439975e-18,-0.565836943032541,0.634,0.729,5.66930672265557e-14
"Papss2",6.79081608166946e-30,-0.569502244392493,0.518,0.692,1.18160199821049e-25
"Ets1",9.54640460524033e-32,-0.572010641551879,0.6,0.751,1.66107440131182e-27
"Itm2b",7.16789180901549e-90,-0.573243723137783,0.997,0.998,1.2472131747687e-85
"Adra2b",1.63763676232031e-32,-0.574107807707275,0.276,0.491,2.84948796643733e-28
"Trp53i11",2.34404689677606e-55,-0.57887822444634,0.082,0.319,4.07864160039034e-51
"Lama1",2.53666685782107e-34,-0.579413114157483,0.172,0.383,4.41380033260867e-30
"D630033O11Rik",1.42617432094224e-52,-0.579763661904969,0.084,0.318,2.4815433184395e-48
"Ndrg2",7.11454174772057e-30,-0.582924759211592,0.533,0.686,1.23793026410338e-25
"Cxcl2",5.89756416657879e-06,-0.584450906727686,0.073,0.129,0.102617616498471
"Ktn1",1.24411285170094e-29,-0.585335293772429,0.469,0.637,2.16475636195963e-25
"Slfn5",6.54598866707738e-33,-0.587278531710848,0.597,0.748,1.13900202807146e-28
"Bco1",1.61162496485239e-40,-0.589085004049907,0.23,0.484,2.80422743884315e-36
"Ly6e",4.1352410950993e-75,-0.591037786473459,0.986,0.998,7.19531950547279e-71
"Ggt5",2.2205633193257e-48,-0.592260100200618,0.119,0.368,3.86378017562672e-44
"Serpina3g",1.0156037033267e-26,-0.594915832232635,0.365,0.568,1.76715044378846e-22
"Pltp",2.64935752311329e-32,-0.596244821645433,0.414,0.618,4.60988209021712e-28
"Gm14964",8.2500300657443e-49,-0.601735692684973,0.162,0.43,1.43550523143951e-44
"Art3",2.09070446359293e-42,-0.602920177812428,0.29,0.548,3.6378257666517e-38
"Lhx2",1.50818875796832e-34,-0.605395647375989,0.442,0.637,2.62424843886488e-30
"Slco2b1",1.67617803429144e-69,-0.608647086210301,0.049,0.294,2.91654977966711e-65
"Icam1",3.67169112175516e-21,-0.609322693969675,0.481,0.625,6.38874255185398e-17
"Tshz2",1.51374644822309e-38,-0.615831531154839,0.71,0.844,2.63391881990818e-34
"Ifit3b",2.58056968702053e-38,-0.618886863368075,0.187,0.418,4.49019125541572e-34
"Sema6d",2.73404000556579e-38,-0.621352493118089,0.553,0.739,4.75722960968448e-34
"Fos",1.05546895014104e-48,-0.62217747676845,0.972,0.983,1.83651597324541e-44
"Epas1",2.18763483476892e-34,-0.622630361996674,0.598,0.756,3.80648461249791e-30
"Arhgap42",1.99918024806445e-37,-0.623392695307834,0.375,0.593,3.47857363163213e-33
"Ephx1",7.9235007144925e-43,-0.625143532879721,0.494,0.713,1.37868912432169e-38
"Iigp1",3.12922877196608e-25,-0.62698922628365,0.669,0.792,5.44485806322098e-21
"Gja4",4.54534714534325e-32,-0.627420457659653,0.162,0.363,7.90890403289726e-28
"Arap2",1.53491918110967e-31,-0.637406562418388,0.545,0.697,2.67075937513083e-27
"Crip2",1.4237546227988e-57,-0.638790859155461,0.9,0.951,2.47733304366992e-53
"Hes1",9.87563236606896e-27,-0.642517713555572,0.778,0.854,1.718360031696e-22
"Pf4",1.6551156727066e-32,-0.646185020183907,0.443,0.647,2.87990127050948e-28
"Tmem108",7.77645189218035e-76,-0.650131558797349,0.044,0.296,1.35310262923938e-71
"Tent5a",9.39379046432335e-36,-0.650793736713125,0.409,0.624,1.63451954079226e-31
"Ms4a4d",1.46009264945652e-43,-0.652008149225551,0.606,0.78,2.54056121005435e-39
"Cadm3",1.15830154169439e-63,-0.652935847042788,0.102,0.376,2.01544468254823e-59
"Ndufa4l2",6.00804705916732e-40,-0.653842034509778,0.133,0.358,1.04540018829511e-35
"Rgs4",1.48857806415792e-42,-0.654850312879751,0.036,0.197,2.59012583163477e-38
"Fam171b",2.23312312746285e-42,-0.655789622313655,0.353,0.6,3.88563424178536e-38
"Gem",3.32227101701273e-29,-0.658818078965512,0.618,0.766,5.78075156960215e-25
"Jun",7.36981295884988e-44,-0.662641126804002,0.948,0.968,1.28234745483988e-39
"Eps8",4.91326184597212e-41,-0.664716253319694,0.464,0.679,8.54907561199149e-37
"Rarres2",4.11832801903562e-80,-0.669267020237363,0.974,0.995,7.16589075312198e-76
"Phlda1",4.36381022142697e-32,-0.674215710834838,0.882,0.926,7.59302978528292e-28
"Smagp",3.07050900720032e-86,-0.674675787132363,0.06,0.356,5.34268567252855e-82
"Junb",7.64580408143552e-47,-0.679923055762019,0.962,0.973,1.33036991016978e-42
"Ly6a",5.2944404059393e-34,-0.681420351524129,0.845,0.913,9.21232630633438e-30
"1700025G04Rik",1.09324208215356e-41,-0.685523870757815,0.248,0.489,1.9022412229472e-37
"Btg2",7.48844886505518e-27,-0.687934587045553,0.603,0.729,1.3029901025196e-22
"Tmem47",2.89280875261916e-42,-0.689211113290077,0.675,0.845,5.03348722955734e-38
"Ifitm3",1.71367332376985e-123,-0.689912204971433,0.999,0.998,2.98179158335955e-119
"Ngfr",3.06107512156582e-39,-0.697660685260887,0.268,0.513,5.32627071152452e-35
"AW112010",6.87378314330925e-42,-0.697925152084222,0.646,0.813,1.19603826693581e-37
"Marcksl1",2.95992195026197e-45,-0.70324125608886,0.593,0.778,5.15026419345583e-41
"Cebpd",3.39466085236279e-40,-0.704314106511502,0.939,0.983,5.90670988311125e-36
"Ccl7",2.1728222359383e-13,-0.709546484724647,0.297,0.44,3.78071069053264e-09
"Rbm46",2.75536622239902e-11,-0.71055390336848,0.411,0.509,4.7943372269743e-07
"Tmem141",6.11429390981879e-48,-0.712445089190203,0.379,0.639,1.06388714030847e-43
"Arvcf",1.00583034659071e-53,-0.713029472510164,0.455,0.711,1.75014480306784e-49
"Prelp",2.20138470608992e-91,-0.713403207093222,0.98,0.993,3.83040938859647e-87
"G0s2",7.55732023195002e-42,-0.720060815287114,0.898,0.966,1.3149737203593e-37
"Apold1",1.28831209410542e-59,-0.723579257477913,0.096,0.358,2.24166304374343e-55
"Nfkbia",2.74742423046904e-35,-0.731206434864095,0.75,0.852,4.78051816101613e-31
"Apoc1",2.78300810705265e-10,-0.737800508715728,0.476,0.566,4.84243410627162e-06
"H2-K1",2.5858608235106e-115,-0.745611165384152,0.992,0.997,4.49939783290844e-111
"Isg15",2.96541821659736e-36,-0.745756612537146,0.676,0.827,5.1598276968794e-32
"Cfb",3.5494257777072e-49,-0.759008747710666,0.304,0.585,6.17600085321052e-45
"Ntm",3.41120657336544e-131,-0.770190810184196,0.009,0.311,5.93549943765587e-127
"Aard",6.08664494382639e-50,-0.775442494167516,0.293,0.568,1.05907622022579e-45
"Egr1",6.15933008867993e-42,-0.778512690575438,0.854,0.896,1.07172343543031e-37
"Sept4",7.98439443971412e-89,-0.783393872685979,0.929,0.982,1.38928463251026e-84
"Irf1",2.16231180064883e-31,-0.783650694845879,0.418,0.6,3.76242253312896e-27
"Efemp1",1.0649003799922e-58,-0.790479356001909,0.591,0.839,1.85292666118643e-54
"Irf7",7.73508738668153e-53,-0.790602807194686,0.652,0.834,1.34590520528259e-48
"Lgals3bp",3.06162292627521e-88,-0.800924987033411,0.878,0.953,5.32722389171886e-84
"Zfp36",5.02041909490101e-44,-0.810302250046004,0.845,0.918,8.73552922512775e-40
"Aldh2",2.83541557675414e-56,-0.810910234965135,0.577,0.783,4.93362310355221e-52
"Cxcl1",6.38711710830851e-14,-0.817213620513137,0.325,0.454,1.11135837684568e-09
"Ifnar2",2.2328173816678e-95,-0.822149728717759,0.905,0.961,3.88510224410197e-91
"H2-T23",3.80731653256801e-68,-0.828113153749788,0.836,0.948,6.62473076666834e-64
"Bmp10",3.19980178844482e-106,-0.838935275473627,0.068,0.417,5.56765511189399e-102
"Cxcl12",2.66942547641504e-90,-0.841444514090492,0.973,0.998,4.64480032896218e-86
"Tnfrsf11b",1.74152337416564e-36,-0.84756080360201,0.396,0.598,3.03025067104821e-32
"Ednrb",7.26433833659951e-72,-0.865590887706584,0.664,0.914,1.26399487056832e-67
"Ppp1r14a",2.61382613832689e-57,-0.870399267755681,0.607,0.825,4.54805748068878e-53
"Cks2",4.89994706986339e-71,-0.871399310260784,0.383,0.692,8.5259079015623e-67
"Sorbs1",1.79867118281021e-74,-0.871588900585085,0.265,0.6,3.12968785808976e-70
"Bcr",8.55969386423675e-39,-0.871795397972369,0.243,0.476,1.48938673237719e-34
"Col14a1",5.81387836150877e-110,-0.879698792950055,0.967,0.99,1.01161483490253e-105
"Abi3bp",1.85861164480211e-59,-0.881202300648527,0.47,0.733,3.23398426195568e-55
"Fermt2",1.31489963740209e-80,-0.883278034815068,0.917,0.955,2.28792536907964e-76
"Hsd11b1",3.82274637736099e-57,-0.887096535550375,0.802,0.876,6.65157869660812e-53
"Ier2",3.70940479592168e-51,-0.894686985821308,0.775,0.879,6.45436434490373e-47
"Tnfrsf21",3.4548392893039e-72,-0.902316201082797,0.526,0.788,6.01142036338878e-68
"Bmp5",8.89078433386765e-80,-0.907086200315905,0.663,0.879,1.54699647409297e-75
"Slmap",1.14678367998619e-63,-0.910848129729603,0.456,0.731,1.99540360317596e-59
"Steap4",8.14660188518201e-86,-0.911666810028051,0.944,0.988,1.41750872802167e-81
"H2-Q7",3.71207039204849e-72,-0.916901981947245,0.71,0.901,6.45900248216437e-68
"Agtr1a",2.35196924116813e-89,-0.994260697359726,0.494,0.8,4.09242647963254e-85
"Ednra",6.28512797909287e-89,-1.014621784232,0.418,0.745,1.09361226836216e-84
"H2-D1",1.76334168967963e-179,-1.02387969799661,0.995,0.998,3.06821454004256e-175
"Dcn",9.41018114251152e-223,-1.06867123433377,1,0.998,1.63737151879701e-218
"Ifit3",3.51642567205213e-69,-1.07103184649658,0.479,0.783,6.11858066937071e-65
"Hs3st3b1",5.20977135607988e-88,-1.07340094554782,0.585,0.834,9.06500215957899e-84
"Hgf",1.09403896415376e-110,-1.07485621691262,0.817,0.965,1.90362779762754e-106
"Rasgrp2",3.59095419418271e-96,-1.08234414946939,0.429,0.792,6.24826029787791e-92
"Atf3",3.33633799427815e-39,-1.11911634613166,0.489,0.703,5.80522811004398e-35
"Ehd3",2.13897889400917e-81,-1.12213513803937,0.53,0.813,3.72182327557596e-77
"Rspo3",5.14848031485771e-93,-1.12717073402595,0.739,0.923,8.95835574785242e-89
"Calcrl",8.2529376587947e-82,-1.13024985584401,0.288,0.639,1.43601115263028e-77
"Ank3",3.02520139994772e-96,-1.13435705033052,0.364,0.728,5.26385043590903e-92
"Kcnj8",7.75074834358895e-120,-1.1529695615732,0.12,0.529,1.34863021178448e-115
"Cxcl10",2.65939411051008e-42,-1.21333692592345,0.08,0.284,4.62734575228755e-38
"Masp1",1.59115317282506e-150,-1.22627339969848,0.861,0.985,2.7686065207156e-146
"Tgfbi",4.36878560517121e-156,-1.23035688449837,0.923,0.99,7.60168695299791e-152
"Clca3a1",2.39567926175077e-100,-1.23178871307532,0.492,0.822,4.16848191544635e-96
"Mustn1",4.90621439931344e-122,-1.25763421410349,0.777,0.958,8.53681305480538e-118
"Reln",1.10065708039876e-155,-1.26371343673819,0.815,0.987,1.91514331989384e-151
"Pth1r",4.4032225784515e-91,-1.29219593109272,0.557,0.824,7.6616072865056e-87
"Gdf2",7.09485505440912e-135,-1.31170634154543,0.545,0.903,1.23450477946719e-130
"Ramp1",1.76196417619233e-120,-1.33280633495255,0.735,0.966,3.06581766657465e-116
"Nrxn1",1.97591535249465e-148,-1.33689990228191,0.433,0.887,3.43809271334069e-144
"Igfbp3",3.81573957721287e-95,-1.44427912392367,0.373,0.755,6.6393868643504e-91
"Wfdc1",7.247218572992e-137,-1.45946054753219,0.231,0.697,1.26101603170061e-132
"Ccl2",2.02985159307096e-49,-1.47182070876592,0.319,0.607,3.53194177194347e-45
"Lrat",7.89765371550085e-182,-1.57825423601385,0.757,0.988,1.37419174649715e-177
"Abcc9",1.4493661466344e-167,-1.5957968019708,0.571,0.933,2.52189709514385e-163
"Sod3",3.68548746296222e-165,-1.60389452768193,0.823,0.97,6.41274818555426e-161
"Ifitm1",2.2451483350806e-158,-1.60706526810827,0.874,0.983,3.90655810304024e-154
"Vipr1",5.52808739479349e-204,-1.69954307278937,0.221,0.805,9.61887206694067e-200
"Plvap",6.39405420236421e-193,-1.71563080252471,0.81,0.983,1.11256543121137e-188
"Ecm1",4.70011566456199e-192,-1.87211092664747,0.927,0.99,8.17820125633786e-188
"Colec10",7.48429586897494e-200,-1.96796958501128,0.14,0.703,1.30226748120164e-195
"Fcna",1.45402883770826e-156,-2.07828299809701,0.278,0.768,2.53001017761237e-152
"Colec11",7.03654559254986e-244,-2.22981716605916,0.886,0.995,1.22435893310367e-239
"Tmem56",5.39127088052758e-250,-2.61174346752734,0.309,0.911,9.38081133211798e-246
"Angptl6",0,-2.8779435936761,0.043,0.753,0
"Rgs5",3.90673489762135e-284,-3.06099589569139,0.204,0.896,6.79771872186115e-280
